driver_encoded,team_encoded,race_name_encoded,year,driver_competitiveness,team_competitiveness,points_last_3,session_air_temp,session_track_temp,session_humidity,session_rainfall,heat_index,weather_difficulty_index,circuit_type_encoded,driver_avg_points_in_rain,driver_avg_points_in_dry,driver_rain_dry_delta,target_position
11,5,12,2023,0.040902726641256326,0.0458196824015862,0.0,28.808536585365857,48.579268292682926,32.80487804878049,0,0.38436341463414636,0.3280487804878049,0,0.0,1.0476190476190477,-1.0476190476190477,17
14,2,3,2023,1.1754480501011615,1.2594212604636403,1.3333333333333333,22.201219512195127,36.83170731707317,58.28048780487805,1,0.2722536585365854,3.5828048780487807,2,3.0,4.0588235294117645,-1.0588235294117645,15
1,2,12,2022,4.3790447411199995,7.576857599999999,4.333333333333333,18.559880239520957,26.720958083832333,69.31736526946108,1,0.19892574850299402,3.6931736526946106,0,3.3333333333333335,2.3333333333333335,1.0,8
22,9,8,2024,1.7197952325895212,1.67424,2.0,19.765,26.964999999999996,69.5375,0,0.2069125,0.695375,0,0.4,0.9333333333333333,-0.5333333333333333,19
11,5,11,2022,1.0509232128000001,1.2223488,1.3333333333333333,30.164843750000003,54.46171875,47.734375,0,0.4011015625,0.47734375,0,0.0,2.0,-2.0,18
15,10,20,2022,4.800000000000001,38.08807040253952,6.0,25.42039473684211,28.40921052631579,59.66447368421053,0,0.2564947368421053,0.5966447368421053,2,0.0,6.0,-6.0,4
13,7,24,2023,14.860918642847116,15.145440582829401,17.0,33.197872340425526,36.64468085106382,21.648936170212767,0,0.3741170212765957,0.21648936170212768,0,6.0,6.576923076923077,-0.5769230769230766,2
15,10,1,2024,13.350393504961286,25.15510396720619,15.333333333333334,20.62222222222222,38.40208333333333,44.451388888888886,0,0.28289027777777775,0.4445138888888889,2,17.2,12.32258064516129,4.877419354838709,5
10,4,3,2023,10.77013473864143,20.50614400273679,7.0,22.201219512195127,36.83170731707317,58.28048780487805,1,0.2722536585365854,3.5828048780487807,2,14.333333333333334,11.9375,2.395833333333334,3
0,11,3,2022,0.20390399999999997,0.144,0.0,25.435403726708078,47.14968944099379,59.49068322981366,0,0.3317204968944099,0.5949068322981366,2,1.0,0.16666666666666666,0.8333333333333334,12
25,6,10,2024,0.002938013291368072,0.0,0.0,25.113986013986015,42.023776223776224,48.42657342657343,0,0.3203524475524476,0.48426573426573427,0,0.0,0.34285714285714286,-0.34285714285714286,15
0,11,1,2023,0.15564129462543977,0.026548827263430812,0.3333333333333333,17.449549549549552,30.13963963963964,54.15765765765766,0,0.22109819819819823,0.5415765765765765,2,0.5,0.1875,0.3125,19
10,4,19,2023,9.945309901999025,16.302128699221047,11.333333333333334,31.764423076923077,35.87692307692308,59.78846153846154,0,0.32430576923076926,0.5978846153846153,0,13.222222222222221,10.458333333333334,2.7638888888888875,5
20,11,4,2023,0.0,0.4057345466889011,0.0,27.43167701863354,31.01180124223602,21.496894409937887,0,0.31714037267080747,0.21496894409937886,0,0.0,0.0,0.0,12
3,0,4,2023,1.9032748403854411,1.9158171105044304,2.0,27.43167701863354,31.01180124223602,21.496894409937887,0,0.31714037267080747,0.21496894409937886,0,1.6,3.0,-1.4,8
5,2,24,2023,5.145609412761433,7.021344542514353,5.333333333333333,33.197872340425526,36.64468085106382,21.648936170212767,0,0.3741170212765957,0.21648936170212768,0,1.8888888888888888,1.88,0.008888888888888946,6
21,3,10,2022,0.4,3.370688,0.3333333333333333,20.416666666666664,29.079166666666666,49.510416666666664,0,0.23930625000000003,0.4951041666666666,0,0.0,0.25,-0.25,10
8,11,12,2022,0.0,0.058558464000000005,0.0,18.559880239520957,26.720958083832333,69.31736526946108,1,0.19892574850299402,3.6931736526946106,0,0.0,0.0,0.0,18
13,7,14,2022,4.833195333320704,4.32880273408,6.333333333333333,16.717647058823534,19.930588235294113,86.21176470588236,1,0.14381647058823527,3.8621176470588234,0,5.6,5.0,0.5999999999999996,10
25,0,20,2023,0.01471685332200063,1.4847729920752546,0.0,26.09189189189189,31.79256756756757,57.79054054054054,0,0.2759310810810811,0.5779054054054054,2,0.0,0.375,-0.375,13
3,0,17,2022,6.4128,3.1079349288960003,6.666666666666667,30.617283950617285,42.81975308641975,58.858024691358025,1,0.34612469135802465,3.58858024691358,2,6.0,5.5,0.5,7
11,5,18,2022,0.7015679999999999,0.09504984268799997,0.0,22.27469387755102,31.038367346938774,75.66530612244898,1,0.23213632653061222,3.75665306122449,2,0.0,2.8,-2.8,20
11,5,0,2023,0.03151620524466168,0.5466426454604513,0.0,26.962820512820517,33.46089743589744,51.0,0,0.2946205128205129,0.51,0,0.0,0.8214285714285714,-0.8214285714285714,20
14,2,10,2022,3.888,6.380159999999999,4.666666666666667,20.416666666666664,29.079166666666666,49.510416666666664,0,0.23930625000000003,0.4951041666666666,0,0.0,5.0,-5.0,14
8,11,23,2022,0.288,0.12291123733069823,0.6666666666666666,22.6123595505618,36.339325842696624,70.56179775280899,0,0.2604696629213483,0.7056179775280899,0,0.4,0.0,0.4,16
23,10,19,2023,21.851730237441746,33.641288734700694,20.333333333333332,31.764423076923077,35.87692307692308,59.78846153846154,0,0.32430576923076926,0.5978846153846153,0,21.22222222222222,21.52,-0.29777777777777814,1
20,11,7,2024,0.0014511882239999995,0.5779691134475131,0.0,17.797345132743363,24.569911504424784,73.38053097345133,1,0.18168318584070797,3.7338053097345134,1,0.0,0.047619047619047616,-0.047619047619047616,20
13,7,2,2022,4.105181184,11.48,2.6666666666666665,21.039583333333333,34.940625,33.270833333333336,0,0.2827291666666667,0.3327083333333334,0,4.5,5.375,-0.875,7
20,11,4,2024,0.031103999999999993,0.272136426243092,0.0,18.22738853503185,23.652866242038222,48.82165605095541,0,0.20515414012738856,0.4882165605095541,0,0.0,0.0625,-0.0625,20
11,5,21,2022,0.13619964837888,0.51421794336768,0.0,26.23254901960784,28.973333333333333,87.44705882352942,1,0.23584156862745095,3.8744705882352943,2,0.0,1.6363636363636365,-1.6363636363636365,12
23,10,16,2023,23.86662288547903,34.11469092972415,25.333333333333332,25.547368421052628,45.63947368421053,23.55263157894737,0,0.3622894736842105,0.2355263157894737,0,21.22222222222222,21.77777777777778,-0.5555555555555571,1
16,7,19,2023,9.710252752896,16.870377865604425,8.0,31.764423076923077,35.87692307692308,59.78846153846154,0,0.32430576923076926,0.5978846153846153,0,0.6666666666666666,4.545454545454546,-3.8787878787878793,2
13,7,16,2023,12.916551185708268,10.195494071123399,14.333333333333334,25.547368421052628,45.63947368421053,23.55263157894737,0,0.3622894736842105,0.2355263157894737,0,6.0,6.703703703703703,-0.7037037037037033,5
13,7,10,2022,9.264,7.2037248,10.333333333333334,20.416666666666664,29.079166666666666,49.510416666666664,0,0.23930625000000003,0.4951041666666666,0,0.0,7.75,-7.75,3
7,5,12,2024,3.1006669202261317,0.8189011312597432,5.333333333333333,28.82387096774194,44.91612903225806,46.92258064516129,0,0.3556851612903225,0.4692258064516129,0,1.0,0.72,0.28,13
21,3,7,2024,3.024960501645887,9.97777069442236,2.6666666666666665,17.797345132743363,24.569911504424784,73.38053097345133,1,0.18168318584070797,3.7338053097345134,1,3.1818181818181817,1.9142857142857144,1.2675324675324673,7
21,3,10,2024,1.7360013934607967,6.0719974499920495,0.6666666666666666,25.113986013986015,42.023776223776224,48.42657342657343,0,0.3203524475524476,0.48426573426573427,0,2.9,1.9705882352941178,0.9294117647058822,9
15,10,4,2024,13.973315291559128,30.49583742819423,15.0,18.22738853503185,23.652866242038222,48.82165605095541,0,0.20515414012738856,0.4882165605095541,0,17.2,12.206896551724139,4.9931034482758605,2
21,3,4,2023,4.558615185014129,18.17966794552059,4.333333333333333,27.43167701863354,31.01180124223602,21.496894409937887,0,0.31714037267080747,0.21496894409937886,0,1.8,1.0666666666666667,0.7333333333333334,6
8,11,2,2022,0.0,0.24,0.0,21.039583333333333,34.940625,33.270833333333336,0,0.2827291666666667,0.3327083333333334,0,0.0,0.0,0.0,19
5,2,17,2023,1.8942550960041096,4.982864851559334,1.3333333333333333,27.11741935483871,36.689032258064515,59.42580645161291,0,0.30003483870967745,0.5942580645161291,2,0.16666666666666666,1.6666666666666667,-1.5,8
15,10,18,2022,19.149568,38.8134506708992,18.666666666666668,22.27469387755102,31.038367346938774,75.66530612244898,1,0.23213632653061222,3.75665306122449,2,18.5,13.4,5.1,1
8,11,5,2022,0.0,0.45184,0.0,21.78717948717949,36.08397435897436,40.51923076923077,0,0.2845397435897436,0.4051923076923077,1,0.0,0.0,0.0,18
3,0,10,2022,6.688,7.2522496,4.666666666666667,20.416666666666664,29.079166666666666,49.510416666666664,0,0.23930625000000003,0.4951041666666666,0,0.0,5.5,-5.5,5
10,4,10,2022,17.791999999999998,19.3762304,17.666666666666668,20.416666666666664,29.079166666666666,49.510416666666664,0,0.23930625000000003,0.4951041666666666,0,0.0,19.75,-19.75,6
11,5,5,2023,0.024541635984753795,0.3535469321110047,0.0,19.57833333333333,27.29416666666667,77.00833333333334,1,0.19963833333333336,3.7700833333333335,1,0.0,1.0476190476190477,-1.0476190476190477,15
22,1,12,2023,0.0307446290858957,0.09865202673221535,0.0,28.808536585365857,48.579268292682926,32.80487804878049,0,0.38436341463414636,0.3280487804878049,0,0.14285714285714285,0.6190476190476191,-0.4761904761904762,15
23,10,6,2023,25.442091851889277,38.68044688194762,25.666666666666668,21.473509933774835,30.94105960264901,56.18543046357616,0,0.24641986754966888,0.5618543046357616,1,20.142857142857142,21.476190476190474,-1.3333333333333321,1
20,11,18,2024,0.0024186470399999993,0.8449428782616787,0.0,21.596499999999995,46.318000000000005,63.99,0,0.30086100000000005,0.6399,2,0.0,0.047619047619047616,-0.047619047619047616,15
5,2,7,2024,1.0657127539176545,1.8323797516259162,1.0,17.797345132743363,24.569911504424784,73.38053097345133,1,0.18168318584070797,3.7338053097345134,1,2.272727272727273,1.411764705882353,0.8609625668449199,9
16,7,23,2023,3.057414594625536,13.242400971382335,1.3333333333333333,27.34666666666667,50.376666666666665,22.477777777777778,1,0.3931088888888889,3.2247777777777777,0,0.5,4.153846153846154,-3.653846153846154,14
22,9,22,2024,1.107171277286161,1.3072973414399998,1.3333333333333333,24.132467532467533,41.096103896103905,63.44155844155844,1,0.2957376623376624,3.6344155844155845,0,0.3333333333333333,1.1818181818181819,-0.8484848484848486,19
11,5,22,2023,0.3156074586516692,0.43660959471676625,0.3333333333333333,22.674025974025977,33.838961038961045,63.077922077922075,0,0.25832207792207795,0.6307792207792208,0,0.0,1.2222222222222223,-1.2222222222222223,18
22,9,1,2024,2.866325387649202,6.0,2.0,20.62222222222222,38.40208333333333,44.451388888888886,0,0.28289027777777775,0.4445138888888889,2,0.4,0.9655172413793104,-0.5655172413793104,7
3,0,23,2023,0.37847734907452935,0.8007109662882549,0.0,27.34666666666667,50.376666666666665,22.477777777777778,1,0.3931088888888889,3.2247777777777777,0,0.8,1.8461538461538463,-1.0461538461538462,16
19,4,4,2023,11.556393958197166,17.103686401642072,13.0,27.43167701863354,31.01180124223602,21.496894409937887,0,0.31714037267080747,0.21496894409937886,0,15.0,11.75,3.25,4
1,3,7,2024,4.161813556970422,9.97777069442236,2.6666666666666665,17.797345132743363,24.569911504424784,73.38053097345133,1,0.18168318584070797,3.7338053097345134,1,8.181818181818182,5.055555555555555,3.1262626262626263,6
3,6,1,2024,0.029430398664035393,0.0,0.0,20.62222222222222,38.40208333333333,44.451388888888886,0,0.28289027777777775,0.4445138888888889,2,0.8,1.5483870967741935,-0.7483870967741935,14
9,1,19,2023,0.48,0.8716711815986972,0.6666666666666666,31.764423076923077,35.87692307692308,59.78846153846154,0,0.32430576923076926,0.5978846153846153,0,0.0,0.6666666666666666,-0.6666666666666666,17
18,8,22,2024,11.145782795111469,19.039698734179836,12.333333333333334,24.132467532467533,41.096103896103905,63.44155844155844,1,0.2957376623376624,3.6344155844155845,0,7.083333333333333,10.027777777777779,-2.9444444444444455,4
17,7,17,2022,1.152,2.5972816404479997,2.6666666666666665,30.617283950617285,42.81975308641975,58.858024691358025,1,0.34612469135802465,3.58858024691358,2,0.0,2.0,-2.0,13
21,3,17,2024,1.5600023224346613,3.2259190819971377,2.6666666666666665,28.698780487804882,44.82682926829268,56.02439024390244,0,0.3454756097560976,0.5602439024390243,2,2.9,1.9696969696969697,0.9303030303030302,17
20,11,1,2023,0.0,0.026548827263430812,0.0,17.449549549549552,30.13963963963964,54.15765765765766,0,0.22109819819819823,0.5415765765765765,2,0.0,0.0,0.0,16
12,5,21,2022,0.24883199999999994,0.51421794336768,0.0,26.23254901960784,28.973333333333333,87.44705882352942,1,0.23584156862745095,3.8744705882352943,2,0.0,0.8,-0.8,13
14,2,1,2022,6.48,6.0,6.666666666666667,26.69743589743589,37.40833333333334,43.65384615384615,0,0.3161641025641025,0.43653846153846154,2,0.0,6.666666666666667,-6.666666666666667,7
21,3,0,2022,2.2643586416902144,5.0,1.6666666666666667,28.575483870967748,34.310322580645156,61.68387096774194,0,0.2970103225806452,0.6168387096774194,0,1.8,0.5714285714285714,1.2285714285714286,8
15,10,17,2022,12.7488,38.022417784832,16.0,30.617283950617285,42.81975308641975,58.858024691358025,1,0.34612469135802465,3.58858024691358,2,12.0,12.0,0.0,4
15,10,19,2023,6.928739959686386,33.641288734700694,7.666666666666667,31.764423076923077,35.87692307692308,59.78846153846154,0,0.32430576923076926,0.5978846153846153,0,17.77777777777778,11.88,5.897777777777778,10
1,3,3,2023,12.386272555801707,14.966113242534314,14.0,22.201219512195127,36.83170731707317,58.28048780487805,1,0.2722536585365854,3.5828048780487807,2,4.666666666666667,5.411764705882353,-0.7450980392156863,4
8,11,4,2022,0.0,0.08639999999999999,0.0,23.617791411042944,28.61042944785276,29.49079754601227,0,0.2766576687116565,0.2949079754601227,0,0.0,0.0,0.0,16
18,8,6,2023,7.821845164088686,20.643268310967084,5.333333333333333,21.473509933774835,30.94105960264901,56.18543046357616,0,0.24641986754966888,0.5618543046357616,1,7.142857142857143,11.761904761904763,-4.6190476190476195,5
15,10,24,2022,15.158089404501197,32.11061392416912,18.333333333333332,29.28529411764706,35.523529411764706,49.62352941176471,0,0.31818235294117647,0.49623529411764705,0,18.0,11.416666666666666,6.583333333333334,4
24,3,11,2022,0.7878297599999998,2.4224128,0.0,30.164843750000003,54.46171875,47.734375,0,0.4011015625,0.47734375,0,0.5,1.7142857142857142,-1.2142857142857142,11
22,9,12,2024,1.279148995893811,1.6427264,1.0,28.82387096774194,44.91612903225806,46.92258064516129,0,0.3556851612903225,0.4692258064516129,0,0.38461538461538464,1.1714285714285715,-0.7868131868131869,9
23,10,7,2022,22.75648,27.772672,21.666666666666668,20.762962962962963,41.261111111111106,28.925925925925927,0,0.31069629629629625,0.28925925925925927,1,20.5,18.0,2.5,1
13,7,4,2023,3.4775821151983632,4.674725123087574,3.0,27.43167701863354,31.01180124223602,21.496894409937887,0,0.31714037267080747,0.21496894409937886,0,5.6,4.8,0.7999999999999998,17
17,1,5,2023,0.6159639557198315,0.7612039099707975,0.6666666666666666,19.57833333333333,27.29416666666667,77.00833333333334,1,0.19963833333333336,3.7700833333333335,1,1.6666666666666667,1.2857142857142858,0.38095238095238093,16
25,0,4,2022,1.0,3.9456,1.0,23.617791411042944,28.61042944785276,29.49079754601227,0,0.2766576687116565,0.2949079754601227,0,0.0,1.0,-1.0,10
15,10,12,2022,9.35403040768,35.214897152,7.333333333333333,18.559880239520957,26.720958083832333,69.31736526946108,1,0.19892574850299402,3.6931736526946106,0,15.666666666666666,10.88888888888889,4.777777777777777,5
20,11,22,2024,0.0008707129343999997,0.3041794361742043,0.0,24.132467532467533,41.096103896103905,63.44155844155844,1,0.2957376623376624,3.6344155844155845,0,0.0,0.047619047619047616,-0.047619047619047616,20
19,4,12,2023,5.042273537166947,11.934782654591686,4.333333333333333,28.808536585365857,48.579268292682926,32.80487804878049,0,0.38436341463414636,0.3280487804878049,0,13.0,9.68421052631579,3.3157894736842106,8
0,11,4,2022,0.0,0.08639999999999999,0.0,23.617791411042944,28.61042944785276,29.49079754601227,0,0.2766576687116565,0.2949079754601227,0,0.0,0.0,0.0,13
19,4,20,2023,10.1338363749183,15.381277219532627,10.666666666666666,26.09189189189189,31.79256756756757,57.79054054054054,0,0.2759310810810811,0.5779054054054054,2,15.0,11.461538461538462,3.5384615384615383,6
14,2,6,2023,1.1166828403758664,1.5200349922601462,1.3333333333333333,21.473509933774835,30.94105960264901,56.18543046357616,0,0.24641986754966888,0.5618543046357616,1,2.5714285714285716,3.761904761904762,-1.1904761904761902,20
8,11,21,2022,0.0,0.341420103696384,0.0,26.23254901960784,28.973333333333333,87.44705882352942,1,0.23584156862745095,3.8744705882352943,2,0.0,0.0,0.0,19
10,4,5,2022,8.322583519232,25.600640000000002,5.333333333333333,21.78717948717949,36.08397435897436,40.51923076923077,0,0.2845397435897436,0.4051923076923077,1,12.666666666666666,12.2,0.4666666666666668,6
21,3,18,2022,0.2304,2.032206819328,0.3333333333333333,22.27469387755102,31.038367346938774,75.66530612244898,1,0.23213632653061222,3.75665306122449,2,0.5,0.2,0.3,14
6,8,22,2023,13.074711653533194,23.78737670249437,11.333333333333334,22.674025974025977,33.838961038961045,63.077922077922075,0,0.25832207792207795,0.6307792207792208,0,8.5,11.555555555555555,-3.0555555555555554,2
3,0,0,2023,0.13625184566683055,1.1035270872255432,0.0,26.962820512820517,33.46089743589744,51.0,0,0.2946205128205129,0.51,0,0.8,1.7142857142857142,-0.9142857142857141,19
16,7,6,2024,12.355170984270847,20.56764909953469,12.0,15.77074829931973,27.670068027210885,67.33333333333333,1,0.1879714285714286,3.6733333333333333,1,4.285714285714286,6.260869565217392,-1.975155279503106,4
